hostname,temp,filesize_mb,date,part_count
STS-286,H,1268.15,1/9/2024,22707
5400-013,NA,5.55,1/9/2024,8489
MFLX-071,NA,48.16,1/9/2024,4337
5400-038,H,2.05,1/9/2024,2005
5400-038,H,0.03,1/9/2024,2005
MFLX-010,NA,8.6,1/9/2024,5580
MFLX-121,NA,10.03,1/9/2024,1731
MFLX-121,NA,20.76,1/9/2024,3595
STS-088,A,1.87,1/9/2024,101
STS-256,C,220.91,1/9/2024,2949
5400-036,NA,0.7,1/9/2024,661
5400-036,NA,0.03,1/9/2024,661
MFLX-064,C,102.53,1/9/2024,492
STS-257,H,806.9,1/9/2024,14421
MFLX-186,NA,31.3,1/9/2024,4061
STS-315,A,62.3,1/9/2024,20035
MFLX-084,A,116.69,1/9/2024,3451
5400-026,NA,0.73,1/9/2024,637
5400-026,NA,0.03,1/9/2024,637
MFLX-195,C,549.09,1/9/2024,47870
MFLX-135,A,0.39,1/9/2024,104
MFLX-028,H,1.72,1/9/2024,328
MFLX-126,NA,119.11,1/9/2024,24221
MFLX-053,A,1.64,1/9/2024,2310
MFLX-160,A,1,1/9/2024,367
MFLX-074,NA,32.13,1/9/2024,476
MFLX-025,NA,58.16,1/9/2024,13293
STS-033,A,131.2,1/9/2024,15184
STS-081,C,70.48,1/9/2024,2254
STS-100,C,70.98,1/9/2024,2254
STS-134,C,70,1/9/2024,2254
STS-316,A,37.28,1/9/2024,17358
STS-095,C,70.88,1/9/2024,2254
STS-122,C,70.08,1/9/2024,2254
STS-092,C,68.02,1/9/2024,2254
STS-301,A,350.02,1/9/2024,19735
cts59,NA,2.46,1/9/2024,1825
ctsq39,NA,0.24,1/9/2024,245
lct11,NA,0.43,1/9/2024,1000
hsc10,NA,1.95,1/9/2024,5314
lct49,NA,0.43,1/9/2024,434
ctsq69,NA,0.48,1/9/2024,125
ctsq72,NA,0.06,1/9/2024,125
lct61,NA,0.11,1/9/2024,517
ctsq84,NA,0.91,1/9/2024,384
ctsq80,A,17.95,1/9/2024,7084
lct76,NA,0.15,1/9/2024,427
STS-081,C,70.87,1/9/2024,2254
STS-086,C,4.47,1/9/2024,188
STS-086,C,7.97,1/9/2024,483
5400-043,NA,5.63,1/9/2024,16164
hscq51,NA,5.78,1/9/2024,9835
RFRS-030,A,1.81,1/9/2024,200
lct90,NA,0.59,1/9/2024,500
hscq50,NA,0.34,1/9/2024,953
lct70,NA,0.13,1/9/2024,135
lct73,C,0.71,1/9/2024,1007
lct83,NA,3.9,1/9/2024,5749
lct81,H,5.3,1/9/2024,8776
hscq51,NA,5.79,1/9/2024,9897
5400-034,NA,3.63,1/9/2024,526
5400-034,NA,0.07,1/9/2024,526
MFLX-115,C,47.23,1/9/2024,2266
MFLX-017,C,3.05,1/9/2024,13380
MFLX-071,NA,48.38,1/9/2024,4338
MFLX-200,A,21.82,1/9/2024,7023
MFLX-071,NA,48.16,1/9/2024,4344
MFLX-167,NA,6.92,1/9/2024,992
MFLX-175,A,2.42,1/9/2024,1053
MFLX-163,NA,13.24,1/9/2024,8707
ETS88-015,H,11.93,1/9/2024,12232
STS-370,A,3.78,1/9/2024,125
STS-284,H,991.34,1/9/2024,17466
STS-343,A,501.43,1/9/2024,4362
MFLX-185,NA,0.67,1/9/2024,204
STS-046,C,316.31,1/9/2024,7354
MFLX-185,NA,0.53,1/9/2024,179
MFLX-185,NA,0.94,1/9/2024,279
MFLX-185,NA,0.32,1/9/2024,132
MFLX-121,NA,20.78,1/9/2024,3602
MFLX-186,NA,31.64,1/9/2024,4099
MFLX-020,NA,32.1,1/9/2024,3892
MFLX-185,NA,0.33,1/9/2024,120
MFLX-010,NA,8.58,1/9/2024,5580
MFLX-010,NA,8.57,1/9/2024,5580
MFLX-185,NA,0.51,1/9/2024,165
MFLX-037,A,17.72,1/9/2024,1040
MFLX-185,NA,0.63,1/9/2024,215
STS-389,A,25.67,1/9/2024,168
5400-036,NA,0.7,1/9/2024,652
5400-036,NA,0.03,1/9/2024,652
STS-261,NA,0.99,1/9/2024,272
MFLX-106,NA,32.85,1/9/2024,3819
STS-268,A,369.12,1/9/2024,20790
STS-132,C,70.59,1/9/2024,2254
5400-037,A,0.66,1/9/2024,125
STS-262,H,856.56,1/9/2024,15485
5400-026,NA,0.74,1/9/2024,623
5400-026,NA,0.03,1/9/2024,623
MFLX-218,A,46.58,1/9/2024,17049
MFLX-108,A,47.52,1/9/2024,4893
STS-204,A,279.82,1/9/2024,2387
RFLX-013,A,10.9,1/9/2024,125
MFLX-055,A,14.54,1/9/2024,536
MFLX-074,NA,32.38,1/9/2024,483
MFLX-036,A,4.72,1/9/2024,858
MFLX-070,C,40.02,1/9/2024,202
STS-391,A,93.12,1/9/2024,572
STS-382,C,240.35,1/9/2024,8094
STS-120,C,70.72,1/9/2024,2254
STS-129,C,71.38,1/9/2024,2254
STS-001A,H,11.19,1/9/2024,331
STS-121,C,83.23,1/9/2024,10090
STS-100,C,70.77,1/9/2024,2254
ctsq37,NA,0.31,1/9/2024,200
cts69,C,0.11,1/9/2024,104
STS-134,C,70.29,1/9/2024,2254
MFLX-075,NA,17.43,1/9/2024,23453
STS-095,C,72.14,1/9/2024,2254
ctsq04,NA,0.1,1/9/2024,144
lct08,A,0.24,1/9/2024,200
lct93,NA,0.05,1/9/2024,187
hsc05,NA,0.34,1/9/2024,125
lct76,NA,1.55,1/9/2024,4355
lct34,NA,0.37,1/9/2024,1363
hscq51,NA,5.69,1/9/2024,9679
MFLX-165,H,0.46,1/9/2024,260
5400-043,NA,5.52,1/9/2024,16867
STS-157,A,173.55,1/9/2024,31526
STS-010,C,16.14,1/9/2024,487
STS-157,A,0.82,1/9/2024,336
STS-037,A,114.65,1/9/2024,45096
MFLX-136,NA,185.09,1/9/2024,7049
STS-286,H,25.07,1/9/2024,490
STS-020,A,82.3,1/9/2024,7484
STS-037,A,0.53,1/9/2024,276
MFLX-115,C,47.94,1/9/2024,2263
MFLX-071,NA,48.55,1/9/2024,4335
MFLX-167,NA,6.9,1/9/2024,992
MFLX-168,A,0.64,1/9/2024,200
STS-020,A,4.44,1/9/2024,536
MFLX-141,H,10.28,1/9/2024,317
5400-034,NA,3.65,1/9/2024,532
5400-034,NA,0.07,1/9/2024,532
MFLX-038,A,2.55,1/9/2024,224
5400-034,NA,3.65,1/9/2024,521
5400-034,NA,0.07,1/9/2024,521
5400-013,NA,5.69,1/9/2024,9195
MFLX-185,NA,1,1/9/2024,289
5400-038,H,2.05,1/9/2024,2008
5400-038,H,0.03,1/9/2024,2008
MFLX-185,NA,0.94,1/9/2024,280
MFLX-185,NA,0.49,1/9/2024,158
MFLX-185,NA,0.31,1/9/2024,114
MFLX-185,NA,0.74,1/9/2024,223
MFLX-185,NA,0.83,1/9/2024,237
STS-046,C,6.31,1/9/2024,150
STS-341,A,93.29,1/9/2024,852
MFLX-049,A,119.51,1/9/2024,894
MFLX-216,H,3.01,1/9/2024,123
MFLX-186,NA,31.57,1/9/2024,4128
MFLX-106,NA,32.75,1/9/2024,3822
MFLX-020,NA,31.74,1/9/2024,4010
5400-015,NA,2.74,1/9/2024,125
5400-036,NA,0.68,1/9/2024,686
5400-036,NA,0.03,1/9/2024,686
STS-132,C,69.73,1/9/2024,2254
5400-040,NA,2.89,1/9/2024,338
FLEX-002,A,102.5,1/9/2024,14084
MFLX-220,A,105.97,1/9/2024,465
STS-129,C,71.62,1/9/2024,2254
MFLX-090,A,54.31,1/9/2024,1148
STS-004A,H,11.62,1/9/2024,500
MFLX-074,NA,32.04,1/9/2024,470
FLEX-006,A,4.02,1/9/2024,401
MFLX-160,A,0.7,1/9/2024,198
MFLX-070,C,7.45,1/9/2024,125
MFLX-025,NA,58.24,1/9/2024,13244
STS-305,A,92.53,1/9/2024,5232
STS-122,C,71.15,1/9/2024,2254
STS-001A,H,4.37,1/9/2024,687
STS-092,C,70.22,1/9/2024,2254
STS-121,C,83.29,1/9/2024,10090
MFLX-075,NA,17.6,1/9/2024,23531
STS-100,C,70.41,1/9/2024,2254
MFLX-072,NA,1.2,1/9/2024,1012
STS-095,C,71.57,1/9/2024,2254
MFLX-019,A,34.7,1/9/2024,125
lct49,NA,0.25,1/9/2024,200
hscq30,NA,0.11,1/9/2024,229
ctsq54,NA,0.94,1/9/2024,770
lct57,A,6.85,1/9/2024,8832
UFLX-016,A,11.79,1/9/2024,168
lct65,NA,0.25,1/9/2024,200
lct66,NA,0.02,1/9/2024,180
lct66,NA,0.02,1/9/2024,180
lct66,NA,0.02,1/9/2024,180
lct50,NA,0.14,1/9/2024,129
lct83,NA,0.22,1/9/2024,376
lct73,C,0.28,1/9/2024,330
lct70,NA,1.8,1/9/2024,1494
hscq49,NA,0.11,1/9/2024,125
lct73,C,0.17,1/9/2024,193
ctsq76,NA,1.61,1/9/2024,509
hscq51,NA,5.79,1/9/2024,9972
MFLX-196,A,0.73,1/9/2024,124
5400-043,NA,5.1,1/9/2024,17600
MFLX-167,NA,6.91,1/9/2024,992
STS-020,A,4.36,1/9/2024,384
STS-157,A,0.88,1/9/2024,200
STS-224,A,367.29,1/9/2024,276
TROOS_03,NA,6.27,1/9/2024,490
5400-013,NA,5.64,1/9/2024,9904
UFLX-065,NA,11.36,1/9/2024,321
5400-038,H,0.03,1/9/2024,2004
5400-038,H,2.04,1/9/2024,2004
MFLX-071,NA,47.89,1/9/2024,4338
STS-368,C,3.47,1/9/2024,388
5400-034,NA,3.61,1/9/2024,534
5400-034,NA,0.07,1/9/2024,534
STS-037,A,0.97,1/9/2024,392
MFLX-115,C,47.64,1/9/2024,2263
MFLX-227,A,2.02,1/9/2024,541
MFLX-060,NA,17.68,1/9/2024,23802
MFLX-010,NA,0.77,1/9/2024,140
MFLX-010,NA,0.16,1/9/2024,152
STS-274,C,657.58,1/9/2024,22248
MFLX-189,A,4.01,1/9/2024,366
MFLX-185,NA,37.93,1/9/2024,9979
STS-267,C,149.02,1/9/2024,5110
STS-088,A,5.28,1/9/2024,110
STS-364,A,247.13,1/9/2024,206
5400-019,A,13.47,1/9/2024,313
STS-081,C,71.71,1/9/2024,2254
MFLX-186,NA,31.36,1/9/2024,4126
MFLX-106,NA,32.92,1/9/2024,3820
MFLX-020,NA,30.84,1/9/2024,4011
5400-026,NA,0.03,1/9/2024,627
5400-026,NA,0.73,1/9/2024,627
5400-036,NA,0.7,1/9/2024,661
5400-036,NA,0.03,1/9/2024,661
5400-044,A,13.47,1/9/2024,317
STS-054,A,119.95,1/9/2024,2708
MFLX-040,A,2.6,1/9/2024,242
MFLX-126,NA,118.8,1/9/2024,24242
STS-185,A,70.9,1/9/2024,110
STS-361,A,65.79,1/9/2024,4088
MFLX-053,A,0.36,1/9/2024,500
STS-132,C,69.67,1/9/2024,2254
FLEX-006,A,21.97,1/9/2024,3026
lct07,NA,1.07,1/9/2024,2379
STS-129,C,70.58,1/9/2024,2254
STS-316,A,37.28,1/9/2024,17391
MFLX-074,NA,32.48,1/9/2024,470
STS-134,C,70.57,1/9/2024,2254
MFLX-072,NA,51.05,1/9/2024,43657
STS-122,C,70.86,1/9/2024,2254
STS-092,C,69.37,1/9/2024,2254
MFLX-075,NA,17.63,1/9/2024,23593
STS-121,C,83.26,1/9/2024,10090
MFLX-075,NA,17.73,1/9/2024,23760
STS-100,C,70.57,1/9/2024,2254
lct65,NA,0.06,1/9/2024,256
lct65,NA,0.05,1/9/2024,164
lct11,NA,0.43,1/9/2024,1080
lct76,NA,0.05,1/9/2024,168
lct50,NA,0.5,1/9/2024,400
lct16,NA,0.92,1/9/2024,3011
lct38,NA,0.3,1/9/2024,602
STS-125,A,85.69,1/9/2024,25824
lct94,NA,0.09,1/9/2024,217
STS-125,A,4.54,1/9/2024,1484
hscq51,NA,5.66,1/9/2024,9679
UFLX-032,A,11.06,1/9/2024,761
MFLX-167,NA,6.93,1/9/2024,992
5400-043,NA,0.5,1/9/2024,163
5400-034,NA,0.07,1/9/2024,519
5400-034,NA,3.59,1/9/2024,519
MFLX-017,C,0.52,1/9/2024,2252
MFLX-026,C,10.57,1/9/2024,3216
TROOS_03,NA,5.79,1/9/2024,411
5400-025,A,6.54,1/9/2024,728
5400-013,NA,5.7,1/9/2024,10608
5400-038,H,2.05,1/9/2024,2009
5400-038,H,0.03,1/9/2024,2009
MFLX-060,NA,18.12,1/9/2024,25270
STS-240,C,482.98,1/9/2024,16420
MFLX-191,A,3,1/9/2024,500
MFLX-071,NA,48.54,1/9/2024,4332
MFLX-163,NA,0.24,1/9/2024,178
MFLX-071,NA,48.23,1/9/2024,4334
STS-088,A,3.89,1/9/2024,101
MFLX-010,NA,48.36,1/9/2024,4345
MFLX-186,NA,31.08,1/9/2024,4128
STS-088,A,5.13,1/9/2024,109
STS-088,A,1.85,1/9/2024,101
MFLX-020,NA,32.27,1/9/2024,3967
MFLX-106,NA,32.95,1/9/2024,3820
MFLX-106,NA,32.88,1/9/2024,3823
5400-008,A,2.25,1/9/2024,287
5400-032,NA,11.43,1/9/2024,2326
MFLX-028,H,10.67,1/9/2024,1541
5400-026,NA,0.73,1/9/2024,632
5400-026,NA,0.03,1/9/2024,632
MFLX-040,A,1.27,1/9/2024,125
5400-040,NA,1.37,1/9/2024,125
MFLX-114,A,1.69,1/9/2024,415
RFLX-013,A,25.49,1/9/2024,328
MFLX-088,A,19.63,1/9/2024,2056
STS-095,C,71.44,1/9/2024,2254
STS-120,C,72.36,1/9/2024,2254
MFLX-145,C,7.93,1/9/2024,125
STS-134,C,68.96,1/9/2024,2254
MFLX-148,C,1.94,1/9/2024,112
STS-129,C,71.31,1/9/2024,2254
MFLX-032,A,0.1,1/9/2024,800
STS-001A,H,92.53,1/9/2024,14700
STS-092,C,70.26,1/9/2024,2254
MFLX-075,NA,17.42,1/9/2024,23314
STS-081,C,70.82,1/9/2024,2254
ctsq29,A,0.94,1/9/2024,1107
lct83,NA,0.27,1/9/2024,392
lct34,NA,0.04,1/9/2024,315
lct38,NA,0.19,1/9/2024,392
lct31,NA,0.02,1/9/2024,104
UFLX-066,A,116.49,1/9/2024,4770
ctsq90,NA,0.14,1/9/2024,175
STS-395,A,2.54,1/9/2024,200
STS-086,H,4.8,1/9/2024,192
STS-086,H,4.82,1/9/2024,192
hscq47,H,0.08,1/9/2024,122
hscq51,NA,5.68,1/9/2024,9679
STS-326,A,7.25,1/9/2024,847
STS-125,A,0.3,1/9/2024,200
hscq51,NA,5.66,1/9/2024,9679
MFLX-168,A,3.39,1/9/2024,1171
MFLX-060,NA,17.77,1/9/2024,23998
5400-034,NA,3.67,1/9/2024,544
5400-034,NA,0.07,1/9/2024,544
MFLX-071,NA,47.14,1/9/2024,4433
MFLX-163,NA,0.26,1/9/2024,193
MFLX-167,NA,6.9,1/9/2024,992
MFLX-175,A,0.68,1/9/2024,285
MFLX-115,C,2.9,1/9/2024,184
MFLX-115,C,3.33,1/9/2024,186
MFLX-163,NA,0.2,1/9/2024,137
5400-013,NA,5.54,1/9/2024,11328
UFLX-035,C,1.1,1/9/2024,124
UFLX-038,A,5.88,1/9/2024,125
STS-240,C,7.53,1/9/2024,250
5400-038,H,2.04,1/9/2024,2010
5400-038,H,0.03,1/9/2024,2010
STS-341,A,141.82,1/9/2024,1234
STS-014,C,34.27,1/9/2024,1021
STS-256,C,263.47,1/9/2024,3500
MFLX-010,NA,48.4,1/9/2024,4343
MFLX-106,NA,32.89,1/9/2024,3820
MFLX-178,C,4.17,1/9/2024,392
STS-247,C,662.8,1/9/2024,22430
MFLX-121,NA,1.84,1/9/2024,689
MFLX-121,NA,1.85,1/9/2024,686
MFLX-186,NA,31.25,1/9/2024,4230
STS-275,C,427.84,1/9/2024,14344
5400-036,NA,0.03,1/9/2024,646
5400-036,NA,0.71,1/9/2024,646
STS-396,H,23.01,1/9/2024,500
STS-132,C,68.36,1/9/2024,2254
MFLX-014,C,198.32,1/9/2024,17123
UFLX-040,NA,18.88,1/9/2024,537
5400-026,NA,0.72,1/9/2024,662
5400-026,NA,0.03,1/9/2024,662
STS-351,A,353.12,1/9/2024,240
MFLX-025,NA,58.31,1/9/2024,13156
STS-239,NA,54.35,1/9/2024,105
MFLX-074,NA,31.09,1/9/2024,470
MFLX-055,A,10.21,1/9/2024,377
MFLX-182,A,0.6,1/9/2024,149
STS-120,C,72.04,1/9/2024,2254
STS-122,C,71.39,1/9/2024,2254
MFLX-072,NA,52.4,1/9/2024,44669
STS-121,C,83.16,1/9/2024,10090
STS-100,C,69.49,1/9/2024,2254
STS-095,C,71.37,1/9/2024,2254
STS-255,H,5.5,1/9/2024,104
MFLX-148,C,1.31,1/9/2024,125
MFLX-075,NA,0.09,1/9/2024,112
MFLX-076,NA,1.85,1/9/2024,376
STS-249,H,30.48,1/9/2024,556
ctsq20,A,0.88,1/9/2024,188
lct81,H,0.69,1/9/2024,1208
lct85,NA,1.02,1/9/2024,517
lct76,NA,0.18,1/9/2024,500
lct99,NA,0.69,1/9/2024,997
ctsq90,NA,0.3,1/9/2024,379
ETS88-019,A,31.39,1/9/2024,8264
lct85,NA,0.93,1/9/2024,384
ctsq76,NA,0.41,1/9/2024,125
STS-326,A,5.32,1/9/2024,583
picts02,C,0.1,1/9/2024,107
STS-040,A,20.43,1/9/2024,6612
STS-040,A,0.74,1/9/2024,252
5400-043,NA,5.38,1/9/2024,721
STS-081,C,71.35,1/9/2024,2254
5400-034,NA,3.7,1/9/2024,536
5400-034,NA,0.07,1/9/2024,536
MFLX-115,C,2.75,1/9/2024,173
MFLX-071,NA,48.09,1/9/2024,4341
5400-013,NA,5.64,1/9/2024,12036
MFLX-163,NA,13.13,1/9/2024,8707
MFLX-060,NA,18.29,1/9/2024,25528
STS-339,A,135.44,1/9/2024,1176
MFLX-060,NA,17.77,1/9/2024,24010
MFLX-121,NA,1.85,1/9/2024,686
MFLX-010,NA,48.4,1/9/2024,4337
MFLX-121,NA,1.84,1/9/2024,687
STS-251,C,8.32,1/9/2024,311
MFLX-121,NA,1.84,1/9/2024,686
5400-038,H,2.05,1/9/2024,2009
5400-038,H,0.03,1/9/2024,2009
MFLX-121,NA,1.84,1/9/2024,688
STS-043,A,51.61,1/9/2024,3506
MFLX-121,NA,1.38,1/9/2024,541
MFLX-035,A,1.02,1/9/2024,125
MFLX-020,NA,32.06,1/9/2024,3948
MFLX-186,NA,29.91,1/9/2024,4149
MFLX-106,NA,33.07,1/9/2024,3822
MFLX-004,A,12.13,1/9/2024,340
STS-027,A,24.85,1/9/2024,301
5400-023,NA,11.66,1/9/2024,315
STS-054,A,2.86,1/9/2024,500
MFLX-084,A,21.93,1/9/2024,3022
5400-040,NA,1.74,1/9/2024,134
STS-134,C,71.09,1/9/2024,2254
STS-129,C,70.29,1/9/2024,2254
MFLX-074,NA,31.53,1/9/2024,467
STS-033,A,91.18,1/9/2024,10608
FLEX-006,A,0.9,1/9/2024,125
cts69,H,0.11,1/9/2024,102
STS-092,C,69.07,1/9/2024,2254
STS-122,C,70.68,1/9/2024,2254
STS-100,C,69.82,1/9/2024,2254
STS-121,C,83.27,1/9/2024,10090
STS-095,C,72.38,1/9/2024,2254
lct31,NA,0.04,1/9/2024,446
ETS88-019,A,0.76,1/9/2024,202
STS-395,A,3.1,1/9/2024,200
5400-034,NA,0.07,1/9/2024,561
5400-034,NA,3.62,1/9/2024,561
MFLX-167,NA,6.92,1/9/2024,992
5400-043,NA,5.69,1/9/2024,1429
MFLX-227,A,1.98,1/9/2024,500
STS-008,C,0.99,1/9/2024,120
STS-274,C,175.1,1/9/2024,5941
5400-013,NA,5.63,1/9/2024,12745
STS-264,A,2.85,1/9/2024,192
MFLX-071,A,48.39,1/9/2024,4340
5400-038,H,2.04,1/9/2024,2006
5400-038,H,0.03,1/9/2024,2006
MFLX-010,NA,48.42,1/9/2024,4334
MFLX-020,NA,1.59,1/9/2024,240
MFLX-186,NA,31.36,1/9/2024,4077
STS-272,C,608.25,1/9/2024,20509
STS-081,C,69.56,1/9/2024,2254
MFLX-106,NA,32.96,1/9/2024,3820
5400-026,NA,0.73,1/9/2024,646
5400-026,NA,0.03,1/9/2024,646
STS-132,C,69.38,1/9/2024,2254
STS-081,C,69.68,1/9/2024,2254
STS-120,C,71.66,1/9/2024,2254
STS-316,A,6.01,1/9/2024,2973
STS-129,C,70.37,1/9/2024,2254
MFLX-074,NA,29.7,1/9/2024,472
lct31,NA,0.06,1/9/2024,350
lct31,NA,0.18,1/9/2024,454
lct24,A,0.06,1/9/2024,288
hscq36,NA,0.15,1/9/2024,226
ETS88-019,A,0.6,1/9/2024,147
5400-043,NA,3.8,1/9/2024,1891
STS-116,A,107.7,1/9/2024,35457
STS-125,A,7.1,1/9/2024,2138
STS-116,A,1.1,1/9/2024,426
MFLX-115,C,2.46,1/9/2024,132
MFLX-163,NA,12.98,1/9/2024,8707
STS-236,C,596.02,1/9/2024,20337
MFLX-115,C,3.36,1/9/2024,155
MFLX-168,A,0.65,1/9/2024,200
MFLX-115,C,2.42,1/9/2024,126
MFLX-026,H,1.45,1/9/2024,124
MFLX-071,NA,20.64,1/9/2024,4290
MFLX-071,NA,20.71,1/9/2024,4301
STS-020,A,70.36,1/9/2024,6482
MFLX-167,NA,6.9,1/9/2024,992
5400-034,NA,3.68,1/9/2024,551
5400-034,NA,0.07,1/9/2024,551
MFLX-115,C,2.74,1/9/2024,139
MFLX-112,A,1.88,1/9/2024,300
STS-250,H,1258.38,1/9/2024,22459
STS-268,A,382.86,1/9/2024,21687
MFLX-083,H,2.53,1/9/2024,106
MFLX-084,A,0.9,1/9/2024,125
MFLX-218,A,1.27,1/9/2024,500
STS-262,H,318.08,1/9/2024,5678
lct99,NA,0.21,1/9/2024,128
MFLX-115,C,1.82,1/9/2024,104
STS-081,C,70.93,1/9/2024,2254
ltx9m,NA,0.5,1/9/2024,600
ltx9m,NA,0.47,1/9/2024,599
ltx6m,NA,0.13,1/9/2024,214
ltx14s,NA,0.49,1/9/2024,116
ltx9m,NA,0.52,1/9/2024,598
ltx13s,NA,1.27,1/9/2024,784
ltx13s,NA,0.36,1/9/2024,116
ltx13s,NA,0.13,1/9/2024,138
ltx9m,NA,1.79,1/9/2024,455
ltx11s,NA,0.95,1/9/2024,197
ltx11s,NA,1,1/9/2024,116
ltx11s,NA,5.14,1/9/2024,1182
ltx11s,NA,0.94,1/9/2024,116
STS-365,A,1432.13,1/9/2024,1008
STS-365,A,473.56,1/9/2024,332
STS-321,H,23.01,1/9/2024,500
STS-097,H,27.47,1/9/2024,500
STS-013,H,28.43,1/9/2024,500
STS-019,H,22.24,1/9/2024,500
STS-256,C,13.87,1/9/2024,170
STS-023,C,12.74,1/9/2024,224
STS-059,H,13.3,1/9/2024,190
STS-059,H,22.26,1/9/2024,500
STS-061,C,30.27,1/9/2024,352
STS-061,C,89.36,1/9/2024,1150
STS-256,C,54.95,1/9/2024,757
STS-107,H,32.56,1/9/2024,466
STS-059,H,162.15,1/9/2024,10735
STS-097,H,462.8,1/9/2024,27976
STS-013,H,469.24,1/9/2024,28344
STS-019,H,382.23,1/9/2024,25320
STS-023,C,869.02,1/9/2024,11234
STS-059,H,938.7,1/9/2024,11014
STS-061,C,875.68,1/9/2024,11274
MFLX-100,A,276.47,1/8/2024,9553
MFLX-087,A,178.49,1/8/2024,7001
FLEX-014,A,153.55,1/8/2024,19399
MFLX-227,A,179.78,1/8/2024,19344
ctsq76,NA,130.68,1/8/2024,13535
ctsq78,A,77.8,1/8/2024,26437
ctsq84,NA,0.78,1/8/2024,11616
hscq49,NA,7.61,1/8/2024,7800
lct90,NA,37.31,1/8/2024,31998
UFLX-049,A,313.36,1/8/2024,3360
5400-021,A,19.44,1/8/2024,4550
5400-042,A,22.58,1/8/2024,2258
5400-027,A,29.27,1/8/2024,2978
ctsq59,NA,49.61,1/8/2024,37157
lct01,NA,16.29,1/8/2024,10009
MFLX-184,C,282.99,1/8/2024,24238
MFLX-216,H,98.39,1/8/2024,3473
FLEX-009,A,122.27,1/8/2024,24179
lct50,NA,93.14,1/8/2024,79662
ctsq21,A,26.38,1/8/2024,10626
MFLX-035,A,61.73,1/8/2024,5288
STS-396,H,1918.72,1/8/2024,26254
5400-025,A,57.68,1/8/2024,6588
MFLX-217,A,1808.16,1/8/2024,6499
cts53,NA,11.43,1/8/2024,19732
STS-315,A,254.07,1/8/2024,41522
lct49,NA,5.49,1/8/2024,15244
hscq45,NA,4.41,1/8/2024,4554
RFLX-002,A,780.35,1/8/2024,9285
UFLX-058,A,73.53,1/8/2024,3200
UFLX-076,C,275.14,1/8/2024,1954
STS-340,A,1099.1,1/8/2024,840
lct84,A,4.95,1/8/2024,10749
UFLX-051,A,178,1/8/2024,2016
MFLX-144,H,145.29,1/8/2024,36431
MFLX-009,A,364.95,1/8/2024,8436
STS-217,A,1248.57,1/8/2024,904
ctsq81,NA,9.7,1/8/2024,23092
cts75,NA,11.87,1/8/2024,2834
ctsq37,NA,17.39,1/8/2024,11690
cts59,NA,11.14,1/8/2024,3735
MFLX-146,H,934.38,1/8/2024,27659
STS-200,A,1512.45,1/8/2024,1006
STS-322,H,2008.25,1/8/2024,27471
MFLX-079,A,78.24,1/8/2024,6655
STS-228,A,1364.55,1/8/2024,859
lct10,NA,39.29,1/8/2024,47350
MFLX-191,A,48.48,1/8/2024,16081
STS-098,A,1881.64,1/8/2024,23438
STS-213,A,1461.56,1/8/2024,895
MFLX-083,A,54.2,1/8/2024,1923
RFLX-007,A,515.56,1/8/2024,6161
lct97,NA,44.5,1/8/2024,20355
STS-400,H,674.39,1/8/2024,11939
STS-392,H,328.04,1/8/2024,5880
MFLX-091,A,47.44,1/8/2024,1795
ctsq25,NA,17.17,1/8/2024,16625
lct63,NA,14.77,1/8/2024,18305
STS-224,A,1212.65,1/8/2024,826
STS-277,H,581.88,1/8/2024,10245
UFLX-061,H,22.15,1/8/2024,3181
MFLX-019,A,1356.62,1/8/2024,4940
lct31,NA,12.16,1/8/2024,11761
lct93,NA,6.03,1/8/2024,64128
MFLX-187,A,57.56,1/8/2024,9704
STS-218,A,1387.98,1/8/2024,988
STS-205,A,1547.66,1/8/2024,924
STS-309,H,468.95,1/8/2024,8328
ctsq68,NA,11.16,1/8/2024,1650
STS-059,H,383.85,1/8/2024,25419
ctsq41,NA,21.21,1/8/2024,109015
lct66,NA,5.49,1/8/2024,58368
hsc09,NA,1.93,1/8/2024,3092
STS-361,A,218.96,1/8/2024,1437
5400-040,A,22.88,1/8/2024,1689
STS-379,A,1124.31,1/8/2024,756
STS-382,C,659.6,1/8/2024,22166
STS-069,C,580.26,1/8/2024,15450
STS-237,H,346.91,1/8/2024,6134
STS-166,A,930.42,1/8/2024,1904
STS-308,A,389.36,1/8/2024,22065
hscq36,NA,16.03,1/8/2024,23108
hscq47,NA,7.01,1/8/2024,3701
STS-302,A,1543.78,1/8/2024,928
STS-394,C,1251.18,1/8/2024,16890
STS-062,H,1028.9,1/8/2024,20905
MFLX-215,A,70.38,1/8/2024,3649
5400-016,A,32.81,1/8/2024,510
UFLX-025,A,92.87,1/8/2024,2090
5400-023,NA,37.31,1/8/2024,686
UFLX-028,H,105.69,1/8/2024,4968
STS-214,A,1398.94,1/8/2024,950
STS-363,A,1481.62,1/8/2024,1008
STS-352,A,1398.2,1/8/2024,924
MFLX-145,C,1887.06,1/8/2024,9995
MFLX-090,A,63.39,1/8/2024,6235
STS-393,H,943.54,1/8/2024,16666
pilct03,A,0.43,1/8/2024,316
STS-326,C,193.94,1/8/2024,21772
STS-008,C,213.31,1/8/2024,10062
STS-210,A,1610.57,1/8/2024,882
MFLX-049,A,1125.19,1/8/2024,8097
STS-341,A,505.24,1/8/2024,4419
MFLX-195,C,1046.37,1/8/2024,89348
STS-311,A,200.41,1/8/2024,1070
MFLX-037,A,100.77,1/8/2024,5199
